tent	4	1.6031770618259884	4	-1.141353777116123
doughnut	5	4.558099446112438	1	-1.3839507329471399
reveal	0	-0.0	3	1.223426208842744
cereal	5	5.4697072300822125	0	-0.0
pier	2	2.187882892032885	0	-0.0
several	0	-0.0	12	4.893704835370976
gloved	0	0.0	1	0.40780873628091463
thick	0	-0.0	4	1.6312349451236585
exposure	0	0.0	1	0.40780873628091463
freezer	1	0.4007942654564971	1	-0.28533844427903077
pin	1	-0.2923529151034483	3	0.36037999148739885
blood	0	0.0	2	0.8156174725618293
driver	2	-0.009341685303333236	4	0.009374512691003645
paper	12	-1.3203762997139208	28	1.431746185581126
r	0	0.0	1	0.40780873628091463
time	0	-0.0	25	10.195218407022866
accessory	0	0.0	1	0.40780873628091463
minifigure	1	1.0939414460164425	0	0.0
stop	4	4.37576578406577	0	-0.0
automobile	0	0.0	1	0.40780873628091463
hardly	0	0.0	1	0.40780873628091463
machinery	0	0.0	1	0.40780873628091463
foreground	0	-0.0	32	13.049879560989268
yellow	13	-15.098079907651746	111	32.973368290691475
cutter	0	0.0	2	0.8156174725618293
amber	0	0.0	1	0.40780873628091463
dirty	4	2.1373026323240794	3	-1.3184673723188691
grasp	0	-0.0	6	2.446852417685488
stoplight	0	-0.0	3	1.223426208842744
residual	0	0.0	1	0.40780873628091463
tan	0	-0.0	6	2.446852417685488
octopus	0	0.0	2	0.8156174725618293
everything	0	0.0	1	0.40780873628091463
you	0	-0.0	393	160.26883335839946
marshmallow	2	2.187882892032885	0	-0.0
walk	59	41.62867550478708	28	-20.325056421557015
bucket	3	2.4187781206939825	1	-0.9784856248389762
wedding	12	13.12729735219731	0	-0.0
center	0	-0.0	112	45.67457846346244
sit	357	336.79333860084154	58	-90.48155285739517
grass	14	6.120266734783211	13	-4.200024039404417
Green	0	0.0	2	0.8156174725618293
amount	1	-1.3039538267819282	10	3.1249855647659075
rider	0	-0.0	3	1.223426208842744
consist	0	0.0	1	0.40780873628091463
van	5	1.5274204282608572	6	-1.1899624037364092
add	0	0.0	2	0.8156174725618293
pirate	0	-0.0	4	1.6312349451236585
perpendicular	0	-0.0	3	1.223426208842744
pose	4	2.1373026323240794	3	-1.3184673723188691
mix	3	0.33933657901414627	5	-0.31097446482410973
bearded	0	0.0	1	0.40780873628091463
toe	0	-0.0	4	1.6312349451236585
down	70	5.220497030173092	124	-4.931214289994799
swinge	0	-0.0	3	1.223426208842744
t	1	-0.004670842651666618	2	0.004687256345501822
slice	7	1.8708401098238205	9	-1.5079986776038226
dancing	0	0.0	1	0.40780873628091463
jetliner	1	1.0939414460164425	0	0.0
blond	0	-0.0	5	2.039043681404573
kneel	0	0.0	2	0.8156174725618293
movement	0	0.0	2	0.8156174725618293
dull	0	0.0	1	0.40780873628091463
toilet	7	4.493694255913697	4	-2.415168701590261
bounce	1	1.0939414460164425	0	0.0
pecan	0	0.0	1	0.40780873628091463
coal	0	0.0	1	0.40780873628091463
latter	0	0.0	1	0.40780873628091463
hexagon	0	0.0	1	0.40780873628091463
vase	11	12.033355906180867	0	-0.0
overhead	0	-0.0	3	1.223426208842744
littlest	0	0.0	1	0.40780873628091463
bikini	0	0.0	2	0.8156174725618293
snout	0	0.0	1	0.40780873628091463
leopard	0	0.0	1	0.40780873628091463
6th	0	0.0	1	0.40780873628091463
board	19	16.34620530186381	5	-5.804035908164655
beetle	3	3.2818243380493275	0	-0.0
forward	0	-0.0	29	11.826453352146524
foam	0	0.0	1	0.40780873628091463
eyelid	0	0.0	1	0.40780873628091463
shop	1	1.0939414460164425	0	0.0
getting	1	0.4007942654564971	1	-0.28533844427903077
loafs	0	0.0	1	0.40780873628091463
marking	0	-0.0	3	1.223426208842744
how	0	0.0	1	0.40780873628091463
under	1	-2.6196306206878655	40	15.324644947621735
tin	0	0.0	1	0.40780873628091463
store	4	3.4831915788089347	1	-1.201629176153185
’s	0	0.0	1	0.40780873628091463
bent	0	-0.0	32	13.049879560989268
lip	0	-0.0	14	5.709322307932805
greyish	0	0.0	1	0.40780873628091463
float	3	0.7399307568877145	4	-0.6072282066180321
knuckle	0	-0.0	4	1.6312349451236585
above	1	-3.0957132960099827	65	25.51518216975815
sifter	0	0.0	1	0.40780873628091463
collared	0	0.0	1	0.40780873628091463
visible	0	-0.0	445	181.47488764500702
telephone	1	0.4007942654564971	1	-0.28533844427903077
hind	0	0.0	1	0.40780873628091463
